"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","wine_quality","wine_quality_num","P"
6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,"good",1,0.872119724113215
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,"good",1,0.899634806394086
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,"good",1,0.899634806394086
6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,5,"bad",0,0.653042226267105
6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6,"good",1,0.855694496846463
7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6,"good",1,0.920945181020332
6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,5,"bad",0,0.572100514977518
7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7,"good",1,0.860555341237055
6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6,"good",1,0.952523475929182
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,"good",1,0.899634806394086
5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5,"bad",0,0.772895219173239
6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,"good",1,0.872119724113215
7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7,"good",1,0.964444961931897
4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,"good",1,0.915359938189146
6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,"bad",0,0.338737475498655
6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,"bad",0,0.338737475498655
7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6,"good",1,0.761889634793098
6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5,"bad",0,0.522817991242631
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,"bad",0,0.336648345683864
8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,"good",1,0.905350131701071
8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,"good",1,0.905350131701071
6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5,"bad",0,0.522817991242631
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,"bad",0,0.336648345683864
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,"good",1,0.80157909047629
6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6,"good",1,0.859784859353115
7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6,"good",1,0.831596568594019
7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7,"good",1,0.98230843647569
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,"good",1,0.80157909047629
6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,"bad",0,0.632543655050161
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,"good",1,0.934706853140345
6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,"bad",0,0.632543655050161
7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6,"good",1,0.755009270774586
8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5,"bad",0,0.641668970488788
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,"good",1,0.934706853140345
5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7,"good",1,0.96284038252866
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,"good",1,0.915413785590271
6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,7,"good",1,0.94464843682633
5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6,"good",1,0.95133660421531
5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6,"good",1,0.873982928293288
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,"good",1,0.915413785590271
5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,6,"good",1,0.793567532346881
6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6,"good",1,0.949129956161454
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,"bad",0,0.348490292449341
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,"bad",0,0.348490292449341
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,"good",1,0.692696215180834
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,"good",1,0.781871504592834
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,"good",1,0.781871504592834
6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7,"good",1,0.949131520292321
6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6,"good",1,0.978593882839002
8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6,"good",1,0.875608966654477
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,"bad",0,0.348490292449341
6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,6,"good",1,0.678067068169315
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,"good",1,0.692696215180834
6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6,"good",1,0.712379254998631
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,"good",1,0.781871504592834
7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,4,"bad",0,0.469889505319202
7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,5,"bad",0,0.425523586266259
6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5,"bad",0,0.571070326006323
7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,7,"good",1,0.69375578974748
6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5,"bad",0,0.864461742001065
7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5,"bad",0,0.849684604334258
6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5,"bad",0,0.495792007754
6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,4,"bad",0,0.691676353400688
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,"good",1,0.568681696054471
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,"good",1,0.568681696054471
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,"bad",0,0.662739696921642
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,"good",1,0.899426950082108
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,"good",1,0.568681696054471
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,"good",1,0.914162977506269
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,"good",1,0.899426950082108
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,"good",1,0.914162977506269
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,"good",1,0.568681696054471
6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6,"good",1,0.790949721081308
6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,6,"good",1,0.808778535620293
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,"bad",0,0.662739696921642
6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5,"bad",0,0.804760584555664
7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,"bad",0,0.338011059511246
5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,6,"good",1,0.885519471438729
7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6,"good",1,0.924057369323577
6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6,"good",1,0.699013746118346
7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6,"good",1,0.85903816084836
8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7,"good",1,0.867111340830655
6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5,"bad",0,0.804760584555664
7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,"bad",0,0.338011059511246
4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,4,"bad",0,0.357710443466388
6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,6,"good",1,0.812347868191186
5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6,"good",1,0.88642326440949
5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7,"good",1,0.987514051324922
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,"good",1,0.966857653474463
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,"good",1,0.966857653474463
6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,"good",1,0.95202840391658
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,"good",1,0.859794661288196
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,"good",1,0.859794661288196
7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,"good",1,0.964180554403024
7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,6,"good",1,0.573217465019293
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,"good",1,0.966857653474463
7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6,"good",1,0.768816186956029
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,"good",1,0.859794661288196
4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7,"good",1,0.985781090179962
7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,"good",1,0.964180554403024
6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5,"bad",0,0.515007239478914
6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7,"good",1,0.96473601142254
6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6,"good",1,0.926651216414213
7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6,"good",1,0.805613128222942
7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,5,"bad",0,0.781446617399823
6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,"good",1,0.95202840391658
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,"bad",0,0.471139604435385
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,"bad",0,0.471139604435385
8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3,5,"bad",0,0.476537518140209
6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,6,"good",1,0.711221248047383
6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5,"bad",0,0.809858309332022
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,"bad",0,0.564495429514837
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,"bad",0,0.564495429514837
6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6,"good",1,0.880959756220778
6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,6,"good",1,0.95065333389385
6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8,"good",1,0.921349190950681
8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,4,"bad",0,0.814030114674562
7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6,"good",1,0.776301476848811
7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,5,"bad",0,0.58577548521602
5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6,"good",1,0.749440925915837
6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,5,"bad",0,0.474541574391983
8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6,"good",1,0.879834079676164
6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,"good",1,0.86809737032255
6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5,"bad",0,0.550979413631022
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,"bad",0,0.533049620728253
7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,6,"good",1,0.769856999881066
6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,6,"good",1,0.539588927975461
6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,6,"good",1,0.862654526952873
6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,"good",1,0.86809737032255
6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6,"good",1,0.929117083384304
6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,7,"good",1,0.944545218571801
5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5,"bad",0,0.463453928399186
6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5,"bad",0,0.550979413631022
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,"bad",0,0.533049620728253
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5,"bad",0,0.567142296467571
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,"good",1,0.824302550718862
8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7,"good",1,0.851753057974233
6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5,"bad",0,0.567142296467571
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,"good",1,0.824302550718862
5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,5,"bad",0,0.526607536193299
7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5,"bad",0,0.892667329136319
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,"good",1,0.579553406413542
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,"good",1,0.579553406413542
6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6,"good",1,0.732674367212307
7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,5,"bad",0,0.420279976699417
7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,7,"good",1,0.964833849165774
6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7,"good",1,0.889317137413553
7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,5,"bad",0,0.480589042491653
7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,4,"bad",0,0.822974945183698
5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,"good",1,0.558018357168937
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4,"bad",0,0.475765391023424
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6,"good",1,0.507543388864671
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,"good",1,0.713612283954912
6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,7,"good",1,0.657178898373109
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,"good",1,0.713612283954912
6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,6,"good",1,0.61494250015745
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4,"bad",0,0.475765391023424
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6,"good",1,0.507543388864671
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7,"good",1,0.951355835792229
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,"good",1,0.968168928684251
6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6,"good",1,0.927105781853849
6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,7,"good",1,0.750231849906916
6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6,"good",1,0.737788645581555
6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,5,"bad",0,0.863940972047382
6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7,"good",1,0.855504422617551
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7,"good",1,0.951355835792229
5.6,0.23,0.25,8,0.043,31,101,0.99429,3.19,0.42,10.4,6,"good",1,0.623480647468073
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,"good",1,0.968168928684251
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,"good",1,0.760604266115753
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,"good",1,0.760604266115753
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,"good",1,0.743639466011108
6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6,"good",1,0.817683769840061
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,"good",1,0.760604266115753
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,"good",1,0.743639466011108
6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5,"bad",0,0.319860463730258
6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7,"good",1,0.752531149331858
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,"good",1,0.835117480523679
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,"good",1,0.835117480523679
8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,5,"bad",0,0.847323625567255
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,"good",1,0.835117480523679
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,"good",1,0.933398954496889
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,"good",1,0.762210657388494
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,"good",1,0.762210657388494
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,"good",1,0.762210657388494
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,"bad",0,0.370716913855934
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,"good",1,0.614844421161351
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,"good",1,0.866659837696287
6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7,"good",1,0.922222913289803
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,"good",1,0.866659837696287
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6,"good",1,0.933070901337924
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,"bad",0,0.370716913855934
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,"good",1,0.614844421161351
6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,6,"good",1,0.754206471324716
7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,6,"good",1,0.84690572674877
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,"good",1,0.933398954496889
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,"good",1,0.762210657388494
6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6,"good",1,0.718454278492907
6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,"good",1,0.422785129164717
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5,"bad",0,0.361348149526872
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,"bad",0,0.548737853913114
5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6,"good",1,0.807798075216174
6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,"good",1,0.412107727696375
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5,"bad",0,0.361348149526872
6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4,"bad",0,0.208936365730767
7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5,"bad",0,0.370277620675391
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,"bad",0,0.548737853913114
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,"good",1,0.875062586935119
6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6,"good",1,0.914735318170879
6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6,"good",1,0.962875777598897
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,"good",1,0.875062586935119
6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,5,"bad",0,0.299472229627882
5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,6,"good",1,0.933202082112003
6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6,"good",1,0.848690001991685
6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5,"bad",0,0.810291717008092
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5,"bad",0,0.396537056099829
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,"bad",0,0.587866465433639
7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6,"good",1,0.818272261698616
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,"bad",0,0.587866465433639
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6,"good",1,0.803598442459965
7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,5,"bad",0,0.497959797831382
7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,5,"bad",0,0.499364912374392
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5,"bad",0,0.396537056099829
6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,4,"bad",0,0.920544115413175
6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5,"bad",0,0.410665851845235
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,"bad",0,0.559882794902053
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,"good",1,0.399263182728938
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,"good",1,0.399263182728938
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,"good",1,0.399263182728938
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,"good",1,0.399263182728938
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7,"good",1,0.345294935018718
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,"good",1,0.901340792180192
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,"good",1,0.901340792180192
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6,"good",1,0.840015074146628
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,"good",1,0.399263182728938
6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6,"good",1,0.89265635972279
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,"bad",0,0.559882794902053
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,"good",1,0.399263182728938
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7,"good",1,0.345294935018718
6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6,"good",1,0.89265635972279
6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5,"bad",0,0.831857033349433
6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,6,"good",1,0.858332216465103
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,"good",1,0.901340792180192
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6,"good",1,0.840015074146628
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5,"bad",0,0.621351328421069
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5,"bad",0,0.621351328421069
7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6,"good",1,0.742505254573912
6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,5,"bad",0,0.430560402200535
5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,5,"bad",0,0.879189317197668
6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,8,"good",1,0.983100266949532
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,"good",1,0.924712592721614
