SYMBOL,ACHROMOSOME,normal1,normal2,normal3,normal4,normal5,normal6,normal7,cancer1,cancer2,cancer3,cancer4,cancer5,cancer6,cancer7
NA,NA,66,306.4,545,251,554.4,216.1,355.9,28.8,14.3,53.3,26.7,88.1,34,96.4
ZFX,X,131.1,5,57.8,131.8,71.8,175.7,97.5,89.5,84.1,86.6,81.8,41.4,80.3,178.2
ZNF7,8,765.4,278.8,223.3,375.4,474.9,98.3,410.6,813.8,625,519.7,735.8,332.8,609,368.6
KIFC1,6,290.1,558.9,772.9,207.7,243.7,331.5,358,580.3,28.2,241.9,408.7,90.1,216.1,268.3
NA,NA,20.6,62.3,194.6,80.6,91.6,116,39.6,8.9,10.4,16.3,15.3,40.4,65.5,45.3
NA,NA,355.4,1371.8,154,324,2095.6,1219.1,1082.5,564.5,843.1,315.6,628.3,292.2,408.7,291.3
CELA2A,1,336.7,1271.6,146,339.4,1345.2,746.8,745,154.5,459.3,240.3,285.8,328.6,298.2,416.7
AP3B2,15,48.4,321.9,192.5,144.7,448.3,269.9,197.7,68.5,274.6,60,184.1,82.5,60,115.8
TBR1,2,68.1,39.4,443.3,205.7,218.8,196.1,45.4,7,10.4,27.2,9.9,55.8,37.4,16
TBR1,2,27.5,185.5,67.8,76.6,99.3,61.8,87.1,26.9,7.2,10.3,70.1,26.2,4.4,28
SPC25,2,80.1,6.2,30.1,46.9,74.1,41.2,12.8,190.6,7.8,33.4,42.6,12,9.6,38.3
SPC25,2,14.5,16.6,68.1,39.4,417.3,92.6,124.4,42,19.7,20.6,33,7.4,24.5,105.2
SPC25,2,219.1,1574.9,1981.4,1503.4,1757.1,1616.6,1143.5,231.6,270.6,324.9,185.5,462.6,214.1,602.3
HCCS,X,276.1,295.3,864.3,210.1,440.3,373,408.7,307.6,181.1,204.9,294.7,328.3,263.7,184.7
SMAD3,15,247.4,181.1,52.7,349.1,139.8,80.1,152.6,219.8,154.8,104.8,338.4,261.3,16.7,199.2
MTF1,1,19.5,393.1,661.4,255.5,690.9,402.8,616.1,43.3,56.6,69,29.1,582,498.2,502.4
PPEF1,X,172.7,61,170.2,296,179.7,259.2,158.1,68.7,41.2,74.5,178.3,103.2,38.1,46.7
NA,NA,47,185.8,802.9,231.8,358.7,85.8,52.7,11.8,17.2,12.5,31.4,13.8,15.5,13.8
PPP1R3D,20,96.9,522.7,990.5,254.4,791,420.9,457.7,96.4,133.8,39.9,107.1,297.2,130.2,154.3
PRKCQ,10,25.3,237.3,155.2,40.5,319.6,89.1,321.8,62.3,21.6,291.1,75.9,537.5,53.4,84.9
NA,NA,540.8,374.6,1560,1470.1,111,805,668.7,220.9,461.6,313.1,681.8,690.7,287,572.4
COL13A1,10,379.6,42.1,400.1,549.9,70.9,81.3,71,256.3,130.7,140.7,308,350.6,66.2,359.6
COL13A1,10,103,186.2,144.4,100.2,88.2,72.5,102.4,233.6,39.6,29,38.1,61.4,30.3,207.4
TRAIP,3,354.2,646.9,1120.8,975.2,185.9,653.3,500.3,326.8,215.5,279,474.5,126.3,277.5,738.1
VIPR2,7,148.2,135.5,110.4,94.2,117.3,105.8,96.4,32.4,24.1,27.5,53.3,29.9,23.1,48.6
AVPR1A,12,9.9,49.6,110.1,216.8,51.5,35.9,60.6,10.6,5.2,5.6,12.2,30.5,7,14.9
NAGPA,16,453.1,143.3,127.4,415.6,219.9,204.7,140.6,681.6,465.1,554.7,719.3,128.2,463.4,350.9
DCLK1,13,85.9,44,610.2,16.4,275,182.9,278,36.4,45.2,291.1,61.8,100.2,14.2,170.5
CASR,3,7.1,39.3,269.3,69.6,124.3,66.8,60.9,42.6,14.4,9,10,86.3,12.2,18.1
CASR,3,56,537.5,118.3,38.1,119,80.8,90.3,11.4,54,18.2,29.2,59.6,93.9,59.2
INPP5J,22,248.7,486.5,713.7,1550.9,630.8,1080.1,1394.6,293.9,510.4,273.9,233.8,649.6,225,371.9
KIAA1107,1,412.7,40.6,97.6,179.6,26.5,160.5,104.7,201,111,211.5,122.9,111,87.3,147.7
TRIM66,11,270.9,922.3,172.4,219.8,1597.8,1097.3,420.2,152.6,97.3,164.3,269.6,324.1,370.4,457.3
WAS,X,2406.9,2976.4,475.2,2645.3,3516,2204,1903.9,2211.7,1781.3,2413.4,2999.5,1491.2,1296.3,1839.3
WAS,X,785.9,3013.1,4846.9,2668.9,3981.4,2643,3133.9,854.5,863.7,1766,1162.5,1897.7,416,848.9
ACAN,15,40.6,33.6,208.3,44.4,40.3,161.9,86.7,90.4,13.6,405,18.2,13.1,12.6,31
TECR,19,611.7,105.3,147.7,3079.1,102.3,443.8,650.5,1207.6,2365.2,459.1,1586.7,687.4,3547.7,4313.3
C14orf2,14,2124.2,535.2,561.8,835.6,323.5,515.7,698.6,1219.6,1411.3,1583.5,1461.1,821,1073.3,1811.2
SH3BP5,3,1222.4,758.2,1062.9,753.1,914.3,665,197.5,462.3,1066.4,2154,872.5,1434.8,1438,1538.7
C19orf10,19,1692.6,1769.3,178.8,2225,1058.4,1411.1,1523.3,1585.2,1807.5,912.1,2801.8,1845.6,1704.1,1572.4
TNIP1,5,595.7,183.5,393.5,930.6,119.1,168.4,147.8,1074.2,89.6,961.4,899.4,2456.4,355.1,191.7
TNIP1,5,177.5,353.5,235.1,216.9,369.1,492.5,765,441.9,81.6,427.1,258.6,236.3,109.5,180.3
KCTD12,13,188,309.7,456,57.4,360,180.3,252.1,68.6,83.6,410.9,192.8,750.6,53.5,199
HIC2,22,751.5,1153.7,876.8,1128.7,1576.9,1395.4,741,615.4,516.8,696.7,1146.5,738.7,876,1021.5
PARK7,1,2874.3,2882,326.2,2082.6,143.3,1456.3,1837.9,4999.2,5934,3143.2,4182.4,2608.5,4875.8,7628.3
NA,NA,12.5,37.4,49.4,37.3,25.9,205.2,55.3,13.8,5,97.6,10.5,63.4,16.7,26.8
CORO1A,16,29.3,50.3,245.9,44.2,89.5,71.4,62.2,24.8,27.9,30.1,22.9,39,21,37.1
YARS,1,1456.1,1495.8,389.2,1532.2,1178.5,1071.1,1268,2062.2,1725.4,779.6,1515.8,1352.7,1604.4,1602.1
PAIP1,5,877.8,301.2,184.5,1293.8,744.2,689,475.6,1945.5,1590.2,1202.1,841.9,744,698.8,1704.3
NDUFB6,9,54.7,15.6,53,78,122.3,17.7,36.3,128,50.8,59.5,52.2,58.2,35.9,129.4
TAB2,6,510.1,319.1,101.5,94.4,264.9,277,260.5,921,543.6,639.6,369.4,629.3,1110.3,793.3
NDUFB3,2,1791.5,935.4,202.8,43.9,77.5,101,666.5,1657,1122.3,1286.3,762.1,805.1,1005.4,1070.6
TERF2IP,16,886.4,396.6,177.6,541.4,1082.1,806.1,1018.2,1186.3,1018.5,1217.9,552.7,932.9,1307,1226.4
NDUFA6,22,487.3,215,95.7,336.8,103.5,59,147.1,642.7,466.4,419.5,494.7,443.1,1112.6,820.5
PREPL,2,602.9,134.5,83.7,33.6,118.6,370.6,354.1,610,1693.9,1332,441.4,417.8,1821,1061.3
LEPROTL1,8,929,427,431.3,629.3,980.9,541.1,700.5,526.9,903.2,1054.9,1271.1,490.7,668,1000
PDIA3,15,852.4,356.3,1038.1,640.1,90.8,373,350,1048.6,779.5,831.7,1347.7,963.9,927.5,564.2
WDR77,1,229.7,173.9,621,344.1,57,228.9,265.1,456.4,378.8,626.5,399.2,146.1,112.6,320.8
WHSC1,4,351.9,328.8,962.4,32.2,330.7,363,366.7,665.1,448.7,425.3,383.2,175.4,372.3,477.6
C3orf37,3,251.3,31,153.8,299,86.3,53.2,44.7,218.4,115.6,32,40.3,309.8,313.4,68.6
FBXO9,6,3948.3,736.6,356.7,255,218.4,482.9,1089.2,2803.7,3641.6,3467.7,4020.9,2836.3,3564.2,2928.8
NPIPL2,16,428.7,2746.2,2142.5,757,4462.2,2799.3,2027.4,414.3,560.4,497.1,487.3,415.8,269.8,520.8
DEK,6,1309.3,355.2,265.4,502.9,605.8,337,719.9,4334.2,2595.6,1586,1287,1467,1679.3,1015.5
TGOLN2,2,1109,149.1,610.9,365,16.2,14.6,280.5,729.8,734,1108,533.6,1216.2,468.8,260.6
SOCS2,12,276.9,257,300,222.7,84.8,130,204.7,63.4,79.5,490,509.4,668.4,58.7,113.2
CLDN5,22,939.3,355.4,205.8,606.3,309.7,249,219.8,74.2,77.5,76,97.4,3649.6,54.8,81.9
ERF,19,2695.7,941.3,109.7,7260.3,98.5,1377.3,2024.1,2447.5,1782.2,1156.9,2660.7,753.5,1757.9,1919.9
SLC25A1,22,567,1238.9,451.8,6255.3,1939.8,1353.6,1065.6,3836.2,1206.6,1012.3,1546.1,1586.1,2058.9,1054.7
SLC25A1,22,746.7,2200.7,201.8,3898.2,1902.2,1669.3,1169.9,3146.8,1734.6,1133.6,1028.1,1123.4,2882.3,1140.4
NMT1,17,374.8,195.9,91.8,30.8,43.8,217.2,97,847.2,400,351,442,329.5,510.8,188.5
FAS,10,20.6,27.1,135.5,34,54.4,58.2,21.5,13.1,4.8,4.2,6.4,20.5,10.3,14.4
NMT1,17,666.4,1021.7,1346.6,1224.6,599,1242.2,1077.2,1144.7,1083.3,567.3,538.3,355.6,743,626.7
MDH2,7,428.7,79.5,130.2,294.9,108.9,98.9,104.7,252.7,327.7,246.2,411.4,177,614.3,210.1
TCAP,17,721,1367,736.4,2097.5,903.1,635.8,1246.4,488.2,941.2,1347.5,1861.1,703.3,766,611.5
PTTG1IP,21,20170,1415.7,2053.9,17557.6,500.3,871.1,1718.4,3707.5,2111.4,18056.3,6906,6021.3,14445.7,2843.1
MRPS11,15,1191.1,590,1266,477.4,710.4,407.4,671.8,1154,474.8,449.5,1064.9,311.1,552.7,169.7
LTN1,21,362.9,167.6,277.7,6.2,280.6,216.3,59.3,650,896.9,1135,256.8,282.1,667.6,902.9
LTN1,21,294.8,68.2,142.1,614.8,537.1,502.1,237.2,141,116.6,145.8,122.6,179.9,126.6,17.3
MMP2,16,217.1,413.4,841.6,608.3,107.2,178.5,206.9,533.3,11,265.5,138.3,198.5,12.3,198.6
CP,3,86,379.5,72.4,348.6,560.7,474,223.3,69.3,23.7,30.2,67.6,123.6,64.9,175.6
LSM3,3,804.5,9.6,75.4,34.7,16.7,36.9,189.8,1098.5,1735.6,355.2,305.9,708.2,1793.6,2382
ENSA,1,1925.8,895.9,60.1,1699.5,138.3,652.7,1641.8,2571,1309.2,1937.3,2750.7,4270.8,3053.4,2764.1
ENSA,1,535.6,1259.5,499.5,334.2,1985.5,1195.4,1058.2,1026.9,1623.4,597.5,472.4,641.4,1819.8,2450
ENSA,1,323.2,191.2,47.4,337.3,334.1,160.1,248.9,622.3,537.9,410.5,561.9,866.5,958.2,950.9
ATG5,6,86.2,167.7,101.5,262.7,284.6,376.5,185.4,91.3,174.6,94.8,113.6,140.6,102.3,136.3
FCGBP,19,791.5,791.4,966,771.8,176.8,1192,812.8,606.1,1031.1,298.7,667.7,301.9,836.3,918.8
NA,NA,14.7,76.8,138.1,94.8,126.3,136.5,111.3,27.8,72.5,20.3,11.7,137.4,82.5,124
NA,NA,127.7,3524,904.2,1093.6,2442,2131.6,1372.2,270.5,179.2,261.7,260.9,293.5,249.8,401.6
LSM1,8,671.9,177.7,722.2,433.3,144.8,228,263.8,735.9,1248.9,940.4,435.2,257.2,491.2,521.9
MGST3,1,1083.6,194.6,56.6,92.7,119.1,99.6,429.5,1121.7,2226.3,985.6,1352.9,1284.2,2788.5,3011.9
LAPTM4A,2,6060.7,1383,252,561.6,68.2,630.4,1370.8,4044.8,4302.5,5055.8,4022.3,3442,5395.1,8873.9
SIVA1,14,1744,1169.7,263.4,3316.2,255.8,851.1,1936.9,2240.4,1170.1,1478.8,2266.4,2625.8,3042.1,3222.3
DPY19L1,7,173.6,87.5,102,29.7,25.6,27.1,35,367.6,555.7,279.7,138,230.3,54.3,397.1
INTS1,7,1066.5,757.5,2455.3,6727.6,514.3,785.9,911.8,937.8,550.2,588,2011.1,1043.6,655.1,651.3
IDH1,2,284.7,214.4,158.3,67.2,307.7,183.5,291,611.8,451.1,506.9,187.6,460.3,403.1,370.7
NUP98,11,894.3,859.8,129.6,173.9,1022.6,779.5,729.5,977.5,927.2,897.3,886.6,879.5,1276.2,1029
NA,NA,13862.5,4094.3,1501,1482.3,432.4,2199,5091.6,3852.7,6568.1,5318.7,11595.4,12479.1,8543.2,9356.9
MEG3,14,4337.4,3202.9,6150,118253.5,2032.2,2562.4,4452.8,739.3,4123.9,3004,17815.7,898.9,4629.9,2718.4
COX4I1,16,6331.7,2512.5,3003.3,3188.6,521.9,2586.4,3996.4,6345,6231,3446.6,5333.6,4623.4,5272.9,6015.7
IPO5,13,369.5,263.4,259.1,17.3,21.3,230,37.6,1070.4,695.9,3863.8,214.5,168.4,774.5,860.6
BUD31,7,2151,1057.3,1344.8,1254.3,734.5,752.1,1918.1,1605.3,1676.3,1045.1,3451.6,2545.2,2022.8,1693.6
RABAC1,19,3490.7,2978,1530.1,5225.1,3021.5,2663.6,4115.6,3024.1,5349.8,2172.7,5768.2,2905.5,3039.9,6424.8
COX7A1,19,1660.4,1060.6,734.8,2424.6,237.3,627.1,1159.5,148.7,159,3276.6,4580,1745,369.1,510.7
TSC22D1,13,3807.5,372.4,543.9,1158,43.8,395,616.7,1083,1135.1,2371.7,1304.6,6169.8,1318.7,1006.9
TMEM59,1,4155.8,1735.7,1012.1,1241.1,765.6,1409,1463.3,2399.8,3795.1,3373.3,4031.7,4344.4,2660.3,1688.3
CHMP2B,3,160.7,14.8,488.6,99.7,83.7,133.8,65.9,247.3,197.9,134.9,83.1,282.5,149.8,105.3
UBR5,8,260.8,137.6,18,19.4,345.4,243.4,235.4,436.8,1021.7,1120.2,113.2,121.9,377.4,280.9
UBR5,8,444.1,227.4,516.2,410.2,197.2,307.3,123.9,514.7,856.7,1726.4,418.1,467.2,550,273.5
AFF1,4,668.8,638.7,193.8,301,817.9,490.8,760.5,2846.6,1623.9,1933.5,957,914.4,1587.4,303.9
FBLN5,14,149.9,124.8,756.2,193.4,151.1,39.2,122,61.9,80.5,320.6,92.8,548.2,75.7,53.3
UBE2J1,6,649.2,232.2,34,30.8,282.4,201.9,389.8,1017,748.9,1019.1,233.9,421.8,317.1,327.7
UBE2J1,6,89.8,95.4,604.2,462.1,480.7,50.2,125.2,206.2,290.5,181.7,147.5,269.6,124,64.2
DLAT,11,191,186.7,194,392.1,72.7,37.2,33.8,270.8,281.6,231.4,131.6,101.2,204.9,116.3
TG,8,406.5,868,150.6,117.7,239.9,521.6,240.8,142.8,2231,138.5,49.7,40.5,76.7,81.1
NA,NA,351.7,292.2,717.5,233.8,120.7,70,538.9,553.2,451.8,327.8,833.4,2495.9,120.6,224.6
DGKD,2,3711.4,1289.3,1277.3,3481.6,678.1,1375.8,1508.6,3305.4,864.3,2288.1,2429.7,1357.3,1130.8,718.8
ADIPOR2,12,1549.2,184.3,60.8,730.2,400.3,453.1,414.2,1418.1,1325.3,1742.6,2467.5,1704.5,2409.4,3047.8
H2AFV,7,2576.4,219.6,1053.1,812.9,388.7,654.7,729.1,1468,2212.1,3628.8,5018.8,3235.4,1841.4,2751.5
SART3,12,2288.6,952.8,137.2,2095.6,1097.9,1381,1057.8,3298.4,2652.8,3819.5,3664.9,1635,2239.5,1829.9
NOTCH4,6,102.9,103.4,139.7,26.8,414.3,575.1,270.2,232.9,113.9,412.8,149.9,372.8,114.8,85.5
GPSM3,6,380,611.7,891.6,377,582.7,307.7,419.1,447.4,1100.1,320.6,462.4,391.6,811.6,1247.1
PABPN1,14,1116.8,871.4,585.7,1042.4,1609.8,1968.8,1115.4,2464.2,5116,2762.8,2275.4,767.7,2662,4808.7
NNAT,20,465.4,4880.5,1634.2,1251.8,3804.1,2324.1,2329.5,614.7,830.2,854.9,114,496.8,597.2,646.4
KRT14,17,27.9,172.3,51.5,39.4,133.7,118.8,53.6,10.1,40.1,41.6,29.5,54.8,91.2,147.6
PRPF3,1,1172.1,408,62,1197.2,111.3,247.4,184.3,1444,879.5,623,1216.8,461,824.7,926.8
NA,NA,8973.2,1964,3004.4,8614.7,1318.6,3256.2,2089,3051.5,5331.9,5044,9807,3613.8,8214,7534.1
SRI,7,8.7,16.6,145.1,182.6,317.5,229.5,403.9,46.8,328.5,74.5,18.3,197.2,197.1,486.1
PAICS,4,1162.1,304.3,88.5,86.1,36,312,396.2,2159.4,2036.1,2920.3,956.8,173.8,1836.8,2279.1
KLC1,14,2910.9,1942.3,1070.5,1905.7,2031.1,1670.4,2436.9,1587.9,1920.7,2419.3,3032.4,2161.5,2760.8,2881.1
ABR,17,421.8,704.3,879.2,466.8,767.4,583.8,666.8,583.7,688.9,634.9,617.1,982.2,934,839.6
DHCR7,11,2149.3,2386.8,1791.6,4584.5,2248.5,2511.4,2157.1,1397.3,797.4,3166,749.9,1626.7,1281.3,758.6
PSMB7,9,2871.4,1389.8,1230.3,4064.8,449.7,754,1872.8,4452.1,1433.7,2164.6,2886.1,1727.3,1863,2975.2
BST2,19,253.1,579.5,1083.6,440.3,399,114.7,1950.8,107.4,209.2,149.6,1691.9,1999.6,2107.3,159.7
CTSA,20,767,263.4,2098,1310.1,154.5,577.6,197.3,834,565.3,1640.7,1349.1,1937,557.9,1052.1
ACTC1,15,21.4,335.4,260.2,194.5,600.3,579.4,569,37.5,30.9,13374.8,4421.9,51.6,27.4,157.6
MTHFS,15,86.7,590.6,512.1,134,471.4,398.9,217.6,231.7,174.7,163.8,161,178.3,194.5,177.2
TTC3,21,1610,479.8,456.9,432.2,235.6,440.2,366.9,1350.9,4285.4,4214,1451.3,547.7,2907.6,2456.6
MFAP4,17,1325.3,404,70.6,1099.8,47,308.2,158.9,3917.4,127.8,676.4,3598.9,466.5,22.6,4577.8
MEA1,6,878.1,408,147.7,520.6,138.3,661.6,85.4,787.5,1120.4,721.7,736.8,544.7,1567.9,1199.4
PPP2R5D,6,910.1,1159.5,108.2,625.8,468,1503.8,1233.2,1173.7,1006.9,1326.9,1172.1,810.2,1812.6,1171
AEBP1,7,1654.8,1489.1,5348,1043.5,80,1917.7,838.4,604.9,333.1,2250.1,1654,705.9,240.7,416.2
FSCN1,7,4959.9,1278,1815.8,3848.2,361,2057.2,1438.7,5583,2152.2,6934.9,4034.6,785.2,1919.1,2784.2
ITGAV,2,643.3,353.4,863.7,58.7,29.4,34.6,240.8,402.9,516,474.8,293.4,226.9,77.2,502.7
MXI1,10,1428.1,839.7,567.8,225.9,1437.8,1468.8,1934.8,1118.6,2551.4,1021.4,917.9,1380.5,3172.2,2436.2
NME1,17,914,697.5,162,463.4,250,699.8,710.1,3484.1,1294.2,1207.3,986.2,352.7,876.3,773.4
FLAD1,1,764.4,378.9,66.1,762.2,646.7,547.5,462.1,784.9,759.1,805.6,648.7,286.8,584.5,612.3
NEU1,6,107.2,190.2,156.5,51.4,309.9,100.7,177.3,101.3,96.8,77.7,51.4,221.4,461.7,268.6
DRAP1,11,561,584.2,657.7,280.3,1036.2,869.2,921.1,543.2,683.3,333.9,352.9,611.6,1403.1,582.7
C17orf76-AS1,17,138.5,71.2,68.6,80.3,60,63.2,62,220.7,1777.8,8.6,11.8,31.3,1436,932.4
SEPHS2,16,281.4,479.9,1097.1,353.9,752,381.1,633.1,328.6,551.4,241.3,231.7,429,663.8,554.7
ERH,14,1290.5,752.8,523,844.7,65.2,296.9,668.6,1972.9,2596.1,1367.6,710,930.7,1334.8,983.7
KDELR2,7,2343.9,2118.6,1202.9,2246.2,1154.5,1869,2155.4,1795.2,890.1,3803,6160.9,3013.1,2428.6,994.6
MT2A,16,271.1,1402.9,235.3,33.8,989.3,644.3,708.2,541.1,315.8,284.2,445.3,1541.8,337.4,245.2
ANXA6,5,1753.9,1107.4,1068,2331.1,1305,1251.7,1759.8,1384.8,2272.4,795.4,2932.8,1326.1,2179.1,1705
UBE2D3,4,1363.6,835.9,956.6,1127,572.8,515.5,738.3,1170.3,1201.6,1491.1,1019.1,1295.1,1119.9,446.5
ENO3,17,363.9,107.2,190.2,334.7,126.2,44.5,256,314.9,263.8,827.7,883.4,60.1,17.5,96.5
TNNC1,3,18.2,108.9,172.3,101.5,356.8,161.3,150,33.1,29.5,1272.7,2089.9,2839.4,43.8,161.9
SSBP1,7,983.6,475.7,65.7,94.4,213.7,525,566.7,1273.3,799.9,1000.8,761.1,967.1,1034,1070
FXYD3,19,30,148,142.6,109.3,266.9,22.3,66.1,12,10.6,6.3,6.6,373.8,15.8,17.6
TMEM147,19,3644.1,3554.9,1627.9,2363.2,915.9,1895.8,2785.4,2308.8,4147.9,3604.2,7571.1,3745.9,2822.6,2033.5
NME4,16,4347.8,2036.3,1200.6,3173.1,656.3,1850.6,1198.3,4105,1794.6,1698.7,2550.5,673.8,2566.7,1511.7
NA,NA,11.6,12.8,138.4,24.6,63.2,16.2,38.1,36.8,4,4.7,3.8,52.6,5.6,3.4
ARL6IP5,3,436.4,318,282,378.6,93.5,57.2,351.6,136.2,318.9,296.3,253.5,430.3,445,98
H2AFV,7,2990,891.7,1455.7,2950.7,583.9,690.7,675.2,2972.3,803.7,2311.4,2439.8,1110.8,909.8,438.4
BRD4,19,117.8,539.9,56,186.8,731.8,244.4,150.4,97.5,92.5,25.5,100.6,104.6,110.4,60.5
BRD4,19,1116.2,2359.2,1514.3,687.8,563.5,1664.3,959.2,1008.5,552.8,593,995.8,566.5,632.2,259.1
MYH7,14,32.6,128.7,53.6,57.2,117.9,71.4,67.1,21,10.8,1097.1,3463.9,24.8,16.7,16.3
SON,21,172.4,248.9,739.4,29.8,249.5,181,164.4,144.2,206.5,123.9,93.5,73.6,98.3,115.8
SON,21,1306.4,272.8,456.4,71.8,534.6,549.4,620.4,1922.2,1714.4,1592.7,995.3,1245.5,1496.7,770.5
ELN,7,545.6,280.9,684.9,448.2,144.9,122.8,189.8,173,377.7,416.7,427,478.4,186.3,144.1
SEC23A,14,453.6,143.1,84.4,194.1,32.8,192.3,230.5,905.4,961.4,1123.3,696.6,374.7,492.8,277.9
CCR4,3,6,62.7,38.4,33.2,95.5,46.9,39.5,13.9,8.1,7.1,12.5,37.4,7.8,9.7
SPOCK1,5,115.9,176.8,508.1,50.4,669.7,395.5,222.7,147.5,152.9,61.8,107.2,77.9,93.4,77.4
MYH2,17,180.3,195.1,421.3,477.2,1507.8,1248,857.2,197,49.6,27626.7,15899.3,79.1,162.4,255.5
GPSM2,1,91.3,238.7,249.8,9.4,142.6,56.1,43,91.7,42.3,99.3,162.9,60.8,91.7,222.2
DHRS1,14,1283.3,5345.6,315.1,1738.9,4659.3,3605.9,3453.5,729.8,2206.8,1691.6,2137.5,1699.8,2824.5,2670.2
DHRS1,14,145.6,183.5,81.4,461.2,132.9,169.6,127.4,118.8,47.2,79,319.5,95.2,124.5,207.6
VASP,19,75,66,1266.1,416.6,83.2,105.1,89.7,83,34.2,96.4,80.9,207,21.5,41.1
APOA1,11,140.2,89.8,379.4,373.4,154.8,65.4,75.4,21.6,77.9,16.3,104.5,28.3,24.8,34
LSS,21,25.3,89.3,97.3,75.1,98.7,149.5,272,56.9,21.6,20.5,104.3,177.1,25.5,83.1
LSS,21,1470.4,2239.8,716.8,952.8,1742.5,1921.6,1270.3,2018,1168.4,1455.5,1865.3,2428,1996.6,1368.1
TPX2,20,1644.3,667,1148,2196.5,627.1,1206.7,890.4,3753.6,408,1316.1,3773,199.4,644.3,1136.9
EIF4B,12,1254.1,627.9,193.9,210,277.3,373.2,916,1825,5797.3,1648.2,598.5,795.1,4535.9,8782.5
PPIL2,22,146,114.2,546,87.2,88.3,117.4,47.6,156.3,259.1,227.5,248.8,45.9,206.4,196.5
USF2,19,1157,583.9,1233.9,570.8,173.5,375.1,554.9,526,824.5,545.7,877.4,743,653.4,688.4
PDIA4,7,855.6,2041.1,892.6,1000.2,1344.4,1189.2,1121,683.3,750.6,1112.7,1999,620.2,700.5,1077
C10orf10,10,745.2,623.5,645.8,310.2,153.3,60,402.5,229.7,129,432.7,144.9,1290.5,39.5,32.9
CRELD1,3,407.9,207.7,199.9,792.7,266,660.3,287.3,343.7,720,284.5,312,360.9,638.6,319.6
TMCO1,1,360.7,619.5,242.9,281.2,361.4,339.8,309.7,314.3,370.9,458.2,240.5,417.3,465.6,295.8
PHF2,9,351.6,342.8,531.9,268.6,301.5,274.1,406.6,1656.4,1043.7,1119.4,232.8,215,826.2,485
DNAJA1,9,782.6,820.3,232.9,822.2,751.7,797.3,850,3349.1,1913.1,874.9,667.7,1025.9,1909.8,1895.7
IL32,16,335.9,99,638.5,68.2,232,145,92,75.8,34,2438.8,832,4304.9,47.4,92.4
MT1X,16,365.6,403.1,69.7,222,90.9,61.8,82.8,1205.5,34.6,464.1,225.6,577.2,130.2,50.5
ABCD4,14,169.4,598.7,109.2,311.8,1168.5,848.4,619.7,127.9,110.2,99.6,221.9,106,37,130.2
GPI,19,5489.7,2472.1,3562.5,3894.7,2174.1,1871.3,2127.4,5014.2,3544.4,2499.1,4222.1,2046.8,3735.2,4123.2
TRPC1,3,54.4,268.9,682.8,140.3,686.7,279.3,227.4,96.5,48.3,246.1,11.7,138,236.7,23.3
TRPC1,3,154,224.2,396.4,242.3,114.9,41.8,193.3,102.2,48.2,207.3,50.5,249.7,255.2,21.8
NA,NA,355.4,254.8,378.7,131.5,1011.8,173.9,616,28.8,150.7,32,61.6,137.3,145.4,43.6
PMF1,1,828.7,1000.8,564.9,1105.7,551.9,881,699.1,695.3,754.8,256,716.4,463.5,571,383.3
PPP2R4,9,8265.5,2157.4,6421,29018.7,833.2,3157.9,2976.5,5535.8,3976.8,6944.1,8284.3,4164.7,3335.1,3078.4
PPP2R4,9,1166.3,2606.6,518.1,1847.8,2653.4,888,2561.2,2180.4,2550.1,1154.7,1485.6,1724.9,1621.3,2274.6
NA,NA,1507.7,43.1,695.3,402.7,288.7,371.7,418.7,1943.6,712.1,616,1051.4,584,693.5,415.3
VPS39,15,796.1,577.9,748,1084.1,158.9,317.6,97.1,696.1,913.6,809.8,1012.1,615.4,1158.1,508.5
UPF3A,13,7087.2,1765.5,1614.7,673.5,918.5,1053.9,1616,2656.4,4296.6,5547,7294.8,1693.3,3140,1229.5
SMARCA5,4,629.9,167.2,31.6,249.4,51.8,214.5,154.3,667.5,547.6,637.8,491,1059.8,329.9,186.3
NA,NA,218,364.6,35.5,338,209.5,298,330.9,182.6,558.2,178.9,312.6,407.4,690.1,493.7
TOM1,22,367.6,90.3,168.9,1643.2,107.6,196.1,456.4,579.2,301.7,357.1,536.4,615.2,426,136.8
GRAMD4,22,373.7,48.1,838,168.6,44.4,245,173.6,330.6,361.9,312.4,207.8,383,364.1,227.9
OXSR1,3,685.9,450.9,785.4,307.3,699.1,354.5,378.6,798.6,1061.4,868.5,303.8,460.4,823.7,439.6
NFRKB,11,592.5,5352.5,604.2,895,7611.9,3606.7,3497.2,1190.9,1692.3,703.1,652.4,694.6,1186,718.7
NFRKB,11,240.3,197.1,212.2,295.5,109,68.3,267.1,204.3,334.4,53.3,82.7,88.2,241.5,71.3
SEC11A,15,2073.7,659.7,826,654.1,70.7,134.7,578.2,1693,534.1,1146.7,1187.2,851.8,1125.1,284.7
DHX29,5,210.3,203.2,96.1,59.9,198.9,169.5,28.7,255.8,410.1,491,192.5,327,349.1,500.7
ABCF1,6,928.4,978.5,917,1316.2,1349.7,643.1,895.3,1407.1,631.9,719.1,1138.6,872.4,695.3,1071.4
NUDT21,16,90,129.3,422,55.5,40.3,73.3,31,243.1,214.3,72.1,21.6,55.2,181.1,190.4
NFATC1,18,222.1,110,865.2,419.9,332.3,234.9,328.9,271.6,30.8,152.3,380.2,275.4,100.5,167.6
NFATC1,18,31.1,529.8,96.8,73.2,189.4,144.5,254,164.7,39.7,31.3,251.4,23.4,42.8,554.6
